Zeit;Einstrahlung auf die Horizontale (kWh/m²);Diffusstrahlung auf die Horizontale (kWh/m²);Außentemperatur (°C);Freifläche 01-Fläche Süd: Sonnenhöhe (rad);Freifläche 01-Fläche Süd: Einstrahlung auf die geneigte Fläche (kWh/m²);Freifläche 01-Fläche Süd: Modultemperatur (°C);Eingespeiste Energie kWh
31.10. 12:00;0,052;0,050724;11,6;22,84;0,050367;12,6;33,403
31.10. 13:00;0,047;0,045846;11,7;20,836;0,045555;12,6;26,822
31.10. 14:00;0,032;0,031158;11,7;16,613;0,031139;12,33;11,466
31.10. 15:00;0,02;0,019483;11,7;10,576;0,019569;12,1;3,9298
31.10. 16:00;0,012;0,01188;11,8;3,1849;0,011435;12,03;1,1384
31.10. 17:00;0;0;11,8;-5,123;0;11,81;0
31.10. 18:00;0;0;11,5;-13,955;0;11,52;0
31.10. 19:00;0;0;11,4;-22,934;0;11,41;0
31.10. 20:00;0;0;11,6;-31,651;0;11,59;0
31.10. 21:00;0;0;11,5;-39,578;0;11,5;0
31.10. 22:00;0;0;11,5;-45,989;0;11,5;0
31.10. 23:00;0;0;11,5;-49,938;0;11,5;0
01.11. 00:00;0;0;11,3;-50,898;0;11,31;0
01.11. 01:00;0;0;11,1;-48,038;0;11,11;0
01.11. 02:00;0;0;11;-42,368;0;11,01;0
01.11. 03:00;0;0;10,9;-34,865;0;10,91;0
01.11. 04:00;0;0;10,7;-26,35;0;10,71;0
01.11. 05:00;0;0;10,4;-17,41;0;10,42;0
01.11. 06:00;0;0;10,2;-8,4852;0;10,21;0
01.11. 07:00;0,003;0,00297;10,3;0,043115;0,0028587;10,3;0
01.11. 08:00;0,038;0,036556;10,1;7,7941;0,038734;10,84;15,923
01.11. 09:00;0,099;0,090416;10,4;14,35;0,10725;12,44;84,153
01.11. 10:00;0,218;0,14519;11;19,255;0,31527;17;294,91
01.11. 11:00;0,211;0,16895;11,1;22,077;0,25813;16,26;238,81
01.11. 12:00;0,133;0,12696;11,2;22,514;0,13286;13,95;117,56
01.11. 13:00;0,087;0,085176;10,9;20,517;0,08411;12,64;70,388
01.11. 14:00;0,073;0,071258;10,8;16,307;0,071021;12,23;57,66
01.11. 15:00;0,043;0,041991;10,6;10,285;0,042069;11,47;21,923
01.11. 16:00;0,014;0,01386;10,3;2,9086;0,013341;10,61;1,671
01.11. 17:00;0;0;8,6;-5,3885;0;8,7;0
01.11. 18:00;0;0;8,7;-14,215;0;8,7;0
01.11. 19:00;0;0;7,9;-23,195;0;7,94;0
01.11. 20:00;0;0;6,5;-31,919;0;6,57;0
01.11. 21:00;0;0;6,7;-39,863;0;6,69;0
01.11. 22:00;0;0;5,7;-46,293;0;5,75;0
01.11. 23:00;0;0;4,8;-50,26;0;4,85;0
02.11. 00:00;0;0;4;-51,218;0;4,04;0
02.11. 01:00;0;0;3,4;-48,344;0;3,43;0
02.11. 02:00;0;0;2,4;-42,652;0;2,45;0
02.11. 03:00;0;0;2;-35,131;0;2,02;0
02.11. 04:00;0;0;3,1;-26,604;0;3,05;0
02.11. 05:00;0;0;4,2;-17,661;0;4,14;0
02.11. 06:00;0;0;5,3;-8,7403;0;5,24;0
02.11. 07:00;0;0;6,1;-0,22135;0;6,06;0
02.11. 08:00;0,043;0,040276;6,8;7,5159;0,046854;7,64;20,503
02.11. 09:00;0,117;0,098941;7,6;14,055;0,14192;10,26;106,27
02.11. 10:00;0,132;0,12136;8,8;18,946;0,13956;11,5;125,42
02.11. 11:00;0,149;0,13812;9,6;21,757;0,1549;12,61;139,56
02.11. 12:00;0,111;0,10785;9,8;22,193;0,10837;11,98;94,781
02.11. 13:00;0,108;0,10425;9,9;20,202;0,10653;12,01;92,957
02.11. 14:00;0,134;0,11393;10;16,005;0,15903;13,09;123,66
02.11. 15:00;0,063;0,058231;9,6;9,999;0,068848;11,07;51,037
02.11. 16:00;0,008;0,00792;8,8;2,6373;0,0076232;9,06;0,41301
02.11. 17:00;0;0;8,1;-5,6489;0;8,15;0
02.11. 18:00;0;0;7,5;-14,469;0;7,53;0
02.11. 19:00;0;0;7,6;-23,45;0;7,6;0
02.11. 20:00;0;0;7,7;-32,182;0;7,69;0
02.11. 21:00;0;0;8;-40,141;0;7,98;0
02.11. 22:00;0;0;7,8;-46,593;0;7,81;0
02.11. 23:00;0;0;7,7;-50,578;0;7,71;0
03.11. 00:00;0;0;7,1;-51,535;0;7,13;0
03.11. 01:00;0;0;7,2;-48,647;0;7,2;0
03.11. 02:00;0;0;7;-42,933;0;7,01;0
03.11. 03:00;0;0;7;-35,395;0;7;0
03.11. 04:00;0;0;6,8;-26,858;0;6,81;0
03.11. 05:00;0;0;7;-17,911;0;6,99;0
03.11. 06:00;0;0;6,4;-8,9941;0;6,43;0
03.11. 07:00;0;0;6,3;-0,48446;0;6,31;0
03.11. 08:00;0,064;0,048747;7,1;7,2393;0,10284;8,97;30,315
03.11. 09:00;0,137;0,10144;8,3;13,763;0,19466;11,98;131,71
03.11. 10:00;0,164;0,13705;8,7;18,64;0,19603;12,55;148,09
03.11. 11:00;0,167;0,14874;9,6;21,441;0,18295;13,19;166,95
03.11. 12:00;0,165;0,14875;10,1;21,875;0,17786;13,6;161,6
03.11. 13:00;0,16;0,14026;10,6;19,892;0,17964;14,13;163,34
03.11. 14:00;0,125;0,10882;10,8;15,709;0,14445;13,68;110,41
03.11. 15:00;0,068;0,060786;10,6;9,7181;0,079493;12,24;57,047
03.11. 16:00;0,01;0,0099;10;2,3711;0,009529;10,29;0,73341
03.11. 17:00;0;0;9,5;-5,904;0;9,54;0
03.11. 18:00;0;0;9,4;-14,719;0;9,41;0
03.11. 19:00;0;0;9,4;-23,7;0;9,4;0
03.11. 20:00;0;0;9,6;-32,44;0;9,59;0
03.11. 21:00;0;0;9,6;-40,415;0;9,6;0
03.11. 22:00;0;0;9,3;-46,888;0;9,32;0
03.11. 23:00;0;0;9,2;-50,891;0;9,21;0
04.11. 00:00;0;0;9,1;-51,848;0;9,11;0
04.11. 01:00;0;0;9,2;-48,947;0;9,2;0
04.11. 02:00;0;0;9,4;-43,213;0;9,39;0
04.11. 03:00;0;0;9,2;-35,657;0;9,21;0
04.11. 04:00;0;0;9,1;-27,109;0;9,11;0
04.11. 05:00;0;0;9,3;-18,16;0;9,29;0
04.11. 06:00;0;0;9,3;-9,2467;0;9,3;0
04.11. 07:00;0;0;9,4;-0,74611;0;9,39;0
04.11. 08:00;0,064;0,046741;9,8;6,9646;0,11073;11,83;20,315
04.11. 09:00;0,144;0,098082;10,2;13,474;0,22243;14,45;142,21
04.11. 10:00;0,086;0,083808;10,4;18,336;0,083831;12,18;68,925
04.11. 11:00;0,058;0,056749;10,4;21,129;0,05607;11,54;42,497
04.11. 12:00;0,053;0,051764;11,2;21,562;0,051327;12,18;34,908
04.11. 13:00;0,1;0,096921;11,8;19,587;0,098178;13,66;83,944
04.11. 14:00;0,158;0,11527;11,6;15,417;0,22373;15,9;148,91
04.11. 15:00;0,082;0,065339;11,5;9,4424;0,11617;13,89;76,455
04.11. 16:00;0,006;0,00594;10,6;2,1101;0,0057174;10,87;0,17773
04.11. 17:00;0;0;9;-6,1538;0;9,1;0
04.11. 18:00;0;0;7,9;-14,962;0;7,96;0
04.11. 19:00;0;0;7,5;-23,944;0;7,52;0
04.11. 20:00;0;0;7,5;-32,692;0;7,5;0
04.11. 21:00;0;0;7,1;-40,683;0;7,12;0
04.11. 22:00;0;0;7,3;-47,177;0;7,29;0
04.11. 23:00;0;0;7,5;-51,2;0;7,49;0
05.11. 00:00;0;0;7,9;-52,158;0;7,88;0
05.11. 01:00;0;0;8,5;-49,244;0;8,47;0
05.11. 02:00;0;0;8,6;-43,49;0;8,59;0
05.11. 03:00;0;0;8,8;-35,916;0;8,79;0
05.11. 04:00;0;0;8,8;-27,359;0;8,8;0
05.11. 05:00;0;0;9,3;-18,407;0;9,27;0
05.11. 06:00;0;0;9,6;-9,4978;0;9,58;0
05.11. 07:00;0;0;10;-1,0062;0;9,98;0
05.11. 08:00;0,019;0,018633;10,2;6,6918;0,018555;10,54;3,4354
05.11. 09:00;0,058;0,056597;10,6;13,186;0,056675;11,66;41,939
05.11. 10:00;0,134;0,12064;10,8;18,036;0,14677;13,6;116,96
05.11. 11:00;0,18;0,15291;11,6;20,82;0,20975;15,65;192,13
05.11. 12:00;0,185;0,15676;12,1;21,253;0,21581;16,34;197,46
05.11. 13:00;0,115;0,10939;12,4;19,286;0,11611;14,78;101,54
05.11. 14:00;0,128;0,10792;12,2;15,13;0,15567;15,25;114,62
05.11. 15:00;0,063;0,056546;12;9,1719;0,074006;13,55;52,361
05.11. 16:00;0,013;0,01287;11,8;1,8544;0,012388;12,12;1,3825
05.11. 17:00;0;0;11,6;-6,3982;0;11,63;0
05.11. 18:00;0;0;11,6;-15,201;0;11,6;0
05.11. 19:00;0;0;11,4;-24,183;0;11,41;0
05.11. 20:00;0;0;11;-32,938;0;11,02;0
05.11. 21:00;0;0;11;-40,945;0;11;0
05.11. 22:00;0;0;9,6;-47,461;0;9,67;0
05.11. 23:00;0;0;8,4;-51,504;0;8,46;0
06.11. 00:00;0;0;7,7;-52,463;0;7,74;0
06.11. 01:00;0;0;7,3;-49,537;0;7,32;0
06.11. 02:00;0;0;7,1;-43,764;0;7,11;0
06.11. 03:00;0;0;7,5;-36,174;0;7,48;0
06.11. 04:00;0;0;7,4;-27,608;0;7,4;0
06.11. 05:00;0;0;8,2;-18,653;0;8,16;0
06.11. 06:00;0;0;8,1;-9,7475;0;8,1;0
06.11. 07:00;0;0;7,8;-1,2646;0;7,82;0
06.11. 08:00;0,046;0,03976;8,1;6,421;0,062369;9,25;20,157
06.11. 09:00;0,158;0,083723;9;12,902;0,29213;14,47;169,25
06.11. 10:00;0,193;0,13422;9,5;17,738;0,27944;15;184,33
06.11. 11:00;0,226;0,15779;10,5;20,516;0,31827;16,72;298,06
06.11. 12:00;0,255;0,15402;11;20,949;0,39279;18,69;369,18
06.11. 13:00;0,272;0,10189;11,2;18,99;0,50507;21,08;475,5
06.11. 14:00;0,16;0,10969;10;14,849;0,24273;15,11;155,51
06.11. 15:00;0,084;0,061978;9,8;8,9067;0,13466;12,58;84,426
06.11. 16:00;0,018;0,01782;8,4;1,6042;0,017152;8,93;3,0593
06.11. 17:00;0;0;7,9;-6,6371;0;7,95;0
06.11. 18:00;0;0;7,7;-15,433;0;7,71;0
06.11. 19:00;0;0;7,2;-24,415;0;7,23;0
06.11. 20:00;0;0;7,2;-33,179;0;7,2;0
06.11. 21:00;0;0;6,9;-41,201;0;6,92;0
06.11. 22:00;0;0;6,7;-47,739;0;6,71;0
06.11. 23:00;0;0;7,3;-51,803;0;7,27;0
07.11. 00:00;0;0;7,6;-52,764;0;7,58;0
07.11. 01:00;0;0;7,5;-49,828;0;7,5;0
07.11. 02:00;0;0;7,5;-44,036;0;7,5;0
07.11. 03:00;0;0;8;-36,43;0;7,97;0
07.11. 04:00;0;0;8,1;-27,854;0;8,09;0
07.11. 05:00;0;0;7,7;-18,898;0;7,72;0
07.11. 06:00;0;0;7,5;-9,9956;0;7,51;0
07.11. 07:00;0;0;7,6;-1,5213;0;7,6;0
07.11. 08:00;0,05;0,040026;7,3;6,1523;0,080046;8,8;20,589
07.11. 09:00;0,157;0,079491;8,5;12,62;0,30007;14,12;171,57
07.11. 10:00;0,267;0,06945;9,6;17,445;0,53801;19,94;278,36
07.11. 11:00;0,231;0,15354;10,3;20,215;0,33893;17,17;318,03
07.11. 12:00;0,151;0,13733;11,1;20,649;0,16215;14,46;145,88
07.11. 13:00;0,202;0,14276;10,9;18,7;0,28703;16,48;267,73
07.11. 14:00;0,225;0,04906;10,9;14,572;0,48664;20,29;246,45
07.11. 15:00;0,106;0,048289;10,4;8,6468;0,24273;15,4;129,67
07.11. 16:00;0,013;0,01287;9,2;1,3595;0,012388;9,75;1,408
07.11. 17:00;0;0;7;-6,8703;0;7,14;0
07.11. 18:00;0;0;5,6;-15,66;0;5,68;0
07.11. 19:00;0;0;5;-24,642;0;5,03;0
07.11. 20:00;0;0;4,9;-33,413;0;4,91;0
07.11. 21:00;0;0;5,3;-41,451;0;5,28;0
07.11. 22:00;0;0;5,6;-48,012;0;5,58;0
07.11. 23:00;0;0;5,5;-52,097;0;5,5;0
08.11. 00:00;0;0;6,3;-53,061;0;6,26;0
08.11. 01:00;0;0;5,8;-50,115;0;5,82;0
08.11. 02:00;0;0;4,9;-44,305;0;4,95;0
08.11. 03:00;0;0;4,2;-36,684;0;4,24;0
08.11. 04:00;0;0;3,7;-28,099;0;3,73;0
08.11. 05:00;0;0;3,3;-19,141;0;3,32;0
08.11. 06:00;0;0;2,7;-10,242;0;2,73;0
08.11. 07:00;0;0;1,5;-1,7762;0;1,56;0
08.11. 08:00;0,063;0,035368;2,5;5,8859;0,1548;5,3;11,106
08.11. 09:00;0,176;0,05317;6,7;12,34;0,39149;13,94;207,15
08.11. 10:00;0,269;0,060278;8,8;17,154;0,55494;19,49;284,96
08.11. 11:00;0,317;0,071715;9,3;19,919;0,62677;21,62;589,93
08.11. 12:00;0,323;0,075308;9,8;20,354;0,63354;22,34;594,94
08.11. 13:00;0,294;0,062074;9,9;18,414;0,59682;21,76;561,17
08.11. 14:00;0,22;0,048485;10,2;14,302;0,4813;19,8;244
08.11. 15:00;0,1;0,048974;9,5;8,3925;0,22652;14,22;122,69
08.11. 16:00;0,008;0,00792;7,4;1,1203;0,0076232;7,89;0,41889
08.11. 17:00;0;0;5,4;-7,0978;0;5,53;0
08.11. 18:00;0;0;4,4;-15,881;0;4,46;0
08.11. 19:00;0;0;3,6;-24,863;0;3,64;0
08.11. 20:00;0;0;3;-33,642;0;3,03;0
08.11. 21:00;0;0;2,3;-41,695;0;2,34;0
08.11. 22:00;0;0;2;-48,279;0;2,02;0
08.11. 23:00;0;0;1,8;-52,385;0;1,81;0
09.11. 00:00;0;0;1,9;-53,354;0;1,9;0
09.11. 01:00;0;0;2,2;-50,398;0;2,18;0
09.11. 02:00;0;0;2,6;-44,571;0;2,58;0
09.11. 03:00;0;0;3,2;-36,936;0;3,17;0
09.11. 04:00;0;0;3,8;-28,342;0;3,77;0
09.11. 05:00;0;0;4,5;-19,382;0;4,46;0
09.11. 06:00;0;0;4,5;-10,487;0;4,5;0
09.11. 07:00;0;0;4,3;-2,029;0;4,31;0
09.11. 08:00;0,019;0,018625;5,1;5,6218;0,018695;5,41;3,5536
09.11. 09:00;0,031;0,03033;5,6;12,064;0,03016;6,16;10,997
09.11. 10:00;0,054;0,052955;6,2;16,867;0,052188;7,18;36,709
09.11. 11:00;0,158;0,13854;7,6;19,626;0,17917;10,95;141,71
09.11. 12:00;0,173;0,14702;8;20,064;0,20361;11,98;156,7
09.11. 13:00;0,18;0,13811;8,4;18,133;0,24016;13,1;168,77
09.11. 14:00;0,178;0,089053;8,9;14,036;0,33463;15,38;189,41
09.11. 15:00;0,068;0,054979;8,4;8,1438;0,099836;10,62;22,588
09.11. 16:00;0,005;0,00495;6,8;0,88691;0,0047645;7,08;0,10936
09.11. 17:00;0;0;5,2;-7,3196;0;5,3;0
09.11. 18:00;0;0;4,6;-16,096;0;4,64;0
09.11. 19:00;0;0;3,4;-25,078;0;3,46;0
09.11. 20:00;0;0;3,4;-33,864;0;3,4;0
09.11. 21:00;0;0;2,9;-41,933;0;2,93;0
09.11. 22:00;0;0;2,3;-48,54;0;2,33;0
09.11. 23:00;0;0;2;-52,669;0;2,02;0
10.11. 00:00;0;0;3;-53,642;0;2,95;0
10.11. 01:00;0;0;3,1;-50,678;0;3,09;0
10.11. 02:00;0;0;2,8;-44,835;0;2,81;0
10.11. 03:00;0;0;2,7;-37,185;0;2,71;0
10.11. 04:00;0;0;2,3;-28,584;0;2,32;0
10.11. 05:00;0;0;1,5;-19,621;0;1,54;0
10.11. 06:00;0;0;0,1;-10,73;0;0,17;0
10.11. 07:00;0;0;-0,3;-2,2798;0;-0,28;0
10.11. 08:00;0,045;0,034609;1;5,3602;0,082526;2,46;11,819
10.11. 09:00;0,155;0,064817;1,8;11,791;0,33072;8,01;184,37
10.11. 10:00;0,242;0,078714;2,9;16,584;0,48817;12,33;262,61
10.11. 11:00;0,283;0,098302;3,5;19,338;0,54067;14,13;292,61
10.11. 12:00;0,283;0,10906;4,5;19,779;0,52656;14,91;289,04
10.11. 13:00;0,216;0,12837;5,3;17,858;0,35214;12,41;216,4
10.11. 14:00;0,121;0,099223;5,4;13,776;0,15666;8,69;113,64
10.11. 15:00;0,029;0,02841;5,3;7,9007;0,028385;6,01;9,2579
10.11. 16:00;0,002;0,00198;5,3;0,65926;0,0019058;5,37;0
10.11. 17:00;0;0;5,8;-7,5354;0;5,78;0
10.11. 18:00;0;0;6,6;-16,305;0;6,56;0
10.11. 19:00;0;0;6,3;-25,287;0;6,31;0
10.11. 20:00;0;0;6,4;-34,08;0;6,4;0
10.11. 21:00;0;0;6,3;-42,165;0;6,31;0
10.11. 22:00;0;0;6,8;-48,795;0;6,77;0
10.11. 23:00;0;0;7,5;-52,947;0;7,46;0
11.11. 00:00;0;0;8,3;-53,925;0;8,26;0
11.11. 01:00;0;0;9,1;-50,954;0;9,06;0
11.11. 02:00;0;0;10;-45,095;0;9,95;0
11.11. 03:00;0;0;10,7;-37,432;0;10,66;0
11.11. 04:00;0;0;11,3;-28,823;0;11,27;0
11.11. 05:00;0;0;12,8;-19,858;0;12,72;0
11.11. 06:00;0;0;13,4;-10,971;0;13,37;0
11.11. 07:00;0;0;11,7;-2,5284;0;11,78;0
11.11. 08:00;0,009;0,0087711;9,4;5,1012;0,0090242;9,69;0,56619
11.11. 09:00;0,055;0,05333;9,8;11,52;0,054685;10,82;38,265
11.11. 10:00;0,11;0,10166;10,7;16,305;0,11749;12,91;94,524
11.11. 11:00;0,18;0,14428;11,8;19,055;0,22889;16,16;165
11.11. 12:00;0,182;0,14735;12,8;19,499;0,2282;17,26;165,51
11.11. 13:00;0,055;0,053921;12,6;17,589;0,053169;13,84;36,416
11.11. 14:00;0,049;0,048063;12,2;13,522;0,047464;13,18;28,534
11.11. 15:00;0,039;0,037325;13,3;7,6634;0,040737;14,06;16,391
11.11. 16:00;0;0;14,2;0,43748;0;14,19;0
11.11. 17:00;0;0;15;-7,7454;0;14,96;0
11.11. 18:00;0;0;14,3;-16,509;0;14,33;0
11.11. 19:00;0;0;14,6;-25,49;0;14,59;0
11.11. 20:00;0;0;15,2;-34,29;0;15,17;0
11.11. 21:00;0;0;15,4;-42,391;0;15,39;0
11.11. 22:00;0;0;15,1;-49,044;0;15,11;0
11.11. 23:00;0;0;15;-53,22;0;15,01;0
12.11. 00:00;0;0;15,2;-54,204;0;15,19;0
12.11. 01:00;0;0;13,5;-51,227;0;13,59;0
12.11. 02:00;0;0;12,5;-45,353;0;12,56;0
12.11. 03:00;0;0;10,9;-37,676;0;10,98;0
12.11. 04:00;0;0;11;-29,06;0;11;0
12.11. 05:00;0;0;13,5;-20,094;0;13,37;0
12.11. 06:00;0;0;11,2;-11,21;0;11,31;0
12.11. 07:00;0;0;10,2;-2,7748;0;10,26;0
12.11. 08:00;0,027;0,025099;9,4;4,8449;0,032545;10,05;7,2075
12.11. 09:00;0,021;0,020451;9,6;11,254;0,02062;10,01;4,4879
12.11. 10:00;0,041;0,040088;9,6;16,029;0,039815;10,37;19,734
12.11. 11:00;0,124;0,11565;9,8;18,776;0,12966;12,27;106,98
12.11. 12:00;0,2;0,14798;10,4;19,223;0,27591;15,69;188,77
12.11. 13:00;0,188;0,13115;11,1;17,324;0,27824;16,56;181,26
12.11. 14:00;0,09;0,082492;11,2;13,273;0,09905;13,33;76,012
12.11. 15:00;0,06;0,049215;11,4;7,432;0,089178;13,16;26,079
12.11. 16:00;0;0;10,9;0,22164;0;11,01;0
12.11. 17:00;0;0;10,7;-7,9493;0;10,72;0
12.11. 18:00;0;0;9,6;-16,706;0;9,66;0
12.11. 19:00;0;0;9;-25,686;0;9,03;0
12.11. 20:00;0;0;8,7;-34,493;0;8,72;0
12.11. 21:00;0;0;8,4;-42,61;0;8,42;0
12.11. 22:00;0;0;8,4;-49,286;0;8,4;0
12.11. 23:00;0;0;8,2;-53,487;0;8,21;0
13.11. 00:00;0;0;8,1;-54,478;0;8,11;0
13.11. 01:00;0;0;7,9;-51,496;0;7,91;0
13.11. 02:00;0;0;7,7;-45,608;0;7,71;0
13.11. 03:00;0;0;7,4;-37,918;0;7,42;0
13.11. 04:00;0;0;7,2;-29,294;0;7,21;0
13.11. 05:00;0;0;7,2;-20,327;0;7,2;0
13.11. 06:00;0;0;6,8;-11,446;0;6,82;0
13.11. 07:00;0;0;6,5;-3,0187;0;6,52;0
13.11. 08:00;0,051;0,023904;7,1;4,5913;0,1667;10,13;6,562
13.11. 09:00;0,151;0,051155;7,9;10,99;0,35498;14,63;187,88
13.11. 10:00;0,225;0,079026;8,8;15,758;0,46146;17,76;245,58
13.11. 11:00;0,218;0,13689;9,9;18,502;0,34478;16,79;214,35
13.11. 12:00;0,076;0,074494;10,2;18,953;0,073512;11,92;59,729
13.11. 13:00;0,11;0,10292;9,9;17,066;0,11509;12,17;94,039
13.11. 14:00;0,103;0,089166;9,8;13,031;0,12522;12,27;92,732
13.11. 15:00;0,042;0,039168;9,5;7,2066;0,047437;10,53;18,919
13.11. 16:00;0,005;0,00495;9,1;0,01182;0,0047645;9,26;0,10543
13.11. 17:00;0;0;8,2;-8,147;0;8,25;0
13.11. 18:00;0;0;8,5;-16,896;0;8,49;0
13.11. 19:00;0;0;8,2;-25,876;0;8,21;0
13.11. 20:00;0;0;8,1;-34,69;0;8,11;0
13.11. 21:00;0;0;8;-42,822;0;8,01;0
13.11. 22:00;0;0;7,9;-49,523;0;7,91;0
13.11. 23:00;0;0;7,1;-53,748;0;7,14;0
14.11. 00:00;0;0;6,1;-54,747;0;6,15;0
14.11. 01:00;0;0;6,3;-51,76;0;6,29;0
14.11. 02:00;0;0;5,1;-45,859;0;5,16;0
14.11. 03:00;0;0;5,3;-38,158;0;5,29;0
14.11. 04:00;0;0;5,3;-29,527;0;5,3;0
14.11. 05:00;0;0;5,4;-20,558;0;5,39;0
14.11. 06:00;0;0;5,6;-11,681;0;5,59;0
14.11. 07:00;0;0;5,7;-3,2601;0;5,69;0
14.11. 08:00;0,022;0,02178;5,6;4,3408;0,020964;5,6;4,9819
14.11. 09:00;0,056;0,053758;5,8;10,73;0,057138;6,86;41,949
14.11. 10:00;0,075;0,072866;6,8;15,49;0,073857;8,19;60,131
14.11. 11:00;0,14;0,12479;7,7;18,232;0,15721;10,68;125,05
14.11. 12:00;0,16;0,13609;8,5;18,689;0,19109;12,2;145,61
14.11. 13:00;0,138;0,11915;8,8;16,813;0,16346;12,05;124,8
14.11. 14:00;0,115;0,092365;8,7;12,794;0,15679;11,81;109,47
14.11. 15:00;0,055;0,045596;9,1;6,9872;0,082178;10,77;22,653
14.11. 16:00;0;0;7,9;-0,1919;0;8,05;0
14.11. 17:00;0;0;7,3;-8,3387;0;7,34;0
14.11. 18:00;0;0;7,3;-17,081;0;7,3;0
14.11. 19:00;0;0;7,1;-26,06;0;7,11;0
14.11. 20:00;0;0;7,2;-34,881;0;7,2;0
14.11. 21:00;0;0;7,4;-43,028;0;7,39;0
14.11. 22:00;0;0;6,9;-49,752;0;6,92;0
14.11. 23:00;0;0;6,9;-54,003;0;6,9;0
15.11. 00:00;0;0;7,4;-55,011;0;7,37;0
15.11. 01:00;0;0;7,7;-52,021;0;7,68;0
15.11. 02:00;0;0;8,3;-46,107;0;8,27;0
15.11. 03:00;0;0;7,7;-38,394;0;7,73;0
15.11. 04:00;0;0;7,8;-29,757;0;7,8;0
15.11. 05:00;0;0;7,5;-20,787;0;7,52;0
15.11. 06:00;0;0;7,5;-11,913;0;7,5;0
15.11. 07:00;0;0;7,8;-3,499;0;7,78;0
15.11. 08:00;0,015;0,01485;7,9;4,0932;0,014293;8,16;2,0062
15.11. 09:00;0,031;0,030395;8,1;10,474;0,03015;8,1;10,571
15.11. 10:00;0,023;0,022349;8,4;15,227;0,022542;8,81;5,5456
15.11. 11:00;0,048;0,046954;8,6;17,968;0,04655;9,49;28,011
15.11. 12:00;0,055;0,053887;8,8;18,43;0,053218;9,84;37,515
15.11. 13:00;0,035;0,034118;9,2;16,566;0,034128;9,87;14,019
15.11. 14:00;0,022;0,021405;9,6;12,563;0,021602;10,02;4,985
15.11. 15:00;0,007;0,0067993;10,2;6,7739;0,0070051;10,32;0,28986
15.11. 16:00;0;0;10,2;-0,38944;0;10,21;0
15.11. 17:00;0;0;10,4;-8,5241;0;10,39;0
15.11. 18:00;0;0;10,5;-17,259;0;10,49;0
15.11. 19:00;0;0;10,7;-26,237;0;10,69;0
15.11. 20:00;0;0;10,6;-35,065;0;10,6;0
15.11. 21:00;0;0;10,8;-43,228;0;10,79;0
15.11. 22:00;0;0;10,8;-49,976;0;10,8;0
15.11. 23:00;0;0;10,9;-54,253;0;10,89;0
16.11. 00:00;0;0;11;-55,27;0;10,99;0
16.11. 01:00;0;0;11,1;-52,277;0;11,09;0
16.11. 02:00;0;0;11,2;-46,352;0;11,19;0
16.11. 03:00;0;0;11,3;-38,628;0;11,29;0
16.11. 04:00;0;0;11,3;-29,985;0;11,3;0
16.11. 05:00;0;0;11,4;-21,014;0;11,39;0
16.11. 06:00;0;0;11,5;-12,143;0;11,49;0
16.11. 07:00;0;0;11,3;-3,7351;0;11,31;0
16.11. 08:00;0,003;0,00297;11,2;3,8488;0,0028587;11,26;0
16.11. 09:00;0,014;0,013601;11,2;10,221;0,013842;11,2;1,6669
16.11. 10:00;0,034;0,033184;11,1;14,969;0,033149;11,73;12,982
16.11. 11:00;0,047;0,045972;11,5;17,708;0,045598;12,37;26,211
16.11. 12:00;0,046;0,044957;11,7;18,176;0,044663;12,57;24,979
16.11. 13:00;0,048;0,047027;11,9;16,325;0,046503;12,81;27,334
16.11. 14:00;0,024;0,02338;11,2;12,339;0,023537;11,72;5,9923
16.11. 15:00;0,022;0,021576;11;6,5667;0,021587;11,44;4,7947
16.11. 16:00;0;0;11,1;-0,58074;0;11,12;0
16.11. 17:00;0;0;11;-8,7032;0;11,01;0
16.11. 18:00;0;0;11,3;-17,431;0;11,29;0
16.11. 19:00;0;0;11,2;-26,408;0;11,2;0
16.11. 20:00;0;0;11,1;-35,242;0;11,11;0
16.11. 21:00;0;0;11,3;-43,42;0;11,29;0
16.11. 22:00;0;0;11;-50,192;0;11,01;0
16.11. 23:00;0;0;9,8;-54,496;0;9,86;0
17.11. 00:00;0;0;8,9;-55,523;0;8,95;0
17.11. 01:00;0;0;7,9;-52,53;0;7,95;0
17.11. 02:00;0;0;7,5;-46,593;0;7,52;0
17.11. 03:00;0;0;7,3;-38,859;0;7,31;0
17.11. 04:00;0;0;7,1;-30,21;0;7,11;0
17.11. 05:00;0;0;6,8;-21,238;0;6,82;0
17.11. 06:00;0;0;6,9;-12,37;0;6,9;0
17.11. 07:00;0;0;6,8;-3,9683;0;6,81;0
17.11. 08:00;0,023;0,02277;7,3;3,6077;0,021917;7,69;5,4302
17.11. 09:00;0,063;0,058282;8,3;9,972;0,070402;9,59;44,691
17.11. 10:00;0,165;0,10759;9,4;14,715;0,27209;14,52;169,43
17.11. 11:00;0,124;0,11329;9,9;17,454;0,13505;12,67;108,47
17.11. 12:00;0,113;0,10638;9,8;17,928;0,11708;12,15;96,752
17.11. 13:00;0,175;0,12074;9,1;16,089;0,26969;14,32;173,92
17.11. 14:00;0,131;0,086884;8,5;12,12;0,2249;13,01;138,33
17.11. 15:00;0,028;0,027152;8,1;6,3659;0,028579;8,89;8,3646
17.11. 16:00;0;0;7,8;-0,76573;0;7,86;0
