Zeit;Einstrahlung auf die Horizontale (kWh/m²);Diffusstrahlung auf die Horizontale (kWh/m²);Außentemperatur (°C);Freifläche 01-Fläche Süd: Sonnenhöhe (rad);Freifläche 01-Fläche Süd: Einstrahlung auf die geneigte Fläche (kWh/m²);Freifläche 01-Fläche Süd: Modultemperatur (°C);Eingespeiste Energie kWh
17.11. 17:00;0;0;7,6;-8,8759;0;7,61;0
17.11. 18:00;0;0;6,8;-17,596;0;6,84;0
17.11. 19:00;0;0;7;-26,572;0;6,99;0
17.11. 20:00;0;0;6,8;-35,412;0;6,81;0
17.11. 21:00;0;0;7,3;-43,606;0;7,28;0
17.11. 22:00;0;0;7,2;-50,402;0;7,2;0
17.11. 23:00;0;0;7,4;-54,733;0;7,39;0
18.11. 00:00;0;0;7,2;-55,772;0;7,21;0
18.11. 01:00;0;0;7,2;-52,778;0;7,2;0
18.11. 02:00;0;0;5,9;-46,831;0;5,97;0
18.11. 03:00;0;0;4,9;-39,087;0;4,95;0
18.11. 04:00;0;0;4;-30,432;0;4,05;0
18.11. 05:00;0;0;2,4;-21,459;0;2,48;0
18.11. 06:00;0;0;2,5;-12,594;0;2,5;0
18.11. 07:00;0;0;1,8;-4,1987;0;1,84;0
18.11. 08:00;0,041;0,04059;2,1;3,37;0,039069;2,82;20,49
18.11. 09:00;0,137;0,038139;4,6;9,7272;0,3614;11,24;9,7401
18.11. 10:00;0,218;0,055911;6,8;14,465;0,49366;16,28;255,6
18.11. 11:00;0,224;0,11268;7,7;17,205;0,41169;15,88;235,55
18.11. 12:00;0,209;0,12994;9,4;17,686;0,3415;16,15;210,4
18.11. 13:00;0,14;0,11593;9,3;15,86;0,17822;13;129,86
18.11. 14:00;0,098;0,082723;8,4;11,908;0,12718;11,02;91,072
18.11. 15:00;0,054;0,040893;7,8;6,1714;0,10052;9,83;12,294
18.11. 16:00;0;0;5;-0,94435;0;5,25;0
18.11. 17:00;0;0;4,4;-9,0422;0;4,44;0
18.11. 18:00;0;0;4,9;-17,755;0;4,88;0
18.11. 19:00;0;0;4,9;-26,73;0;4,9;0
18.11. 20:00;0;0;4,8;-35,576;0;4,81;0
18.11. 21:00;0;0;5;-43,785;0;4,99;0
18.11. 22:00;0;0;5,2;-50,605;0;5,19;0
18.11. 23:00;0;0;5,5;-54,964;0;5,48;0
19.11. 00:00;0;0;5,3;-56,014;0;5,31;0
19.11. 01:00;0;0;5,5;-53,021;0;5,49;0
19.11. 02:00;0;0;5,5;-47,065;0;5,5;0
19.11. 03:00;0;0;5,4;-39,312;0;5,4;0
19.11. 04:00;0;0;5,3;-30,652;0;5,31;0
19.11. 05:00;0;0;4,8;-21,678;0;4,83;0
19.11. 06:00;0;0;4,9;-12,816;0;4,9;0
19.11. 07:00;0;0;4,6;-4,4259;0;4,62;0
19.11. 08:00;0,011;0,01089;4,9;3,1358;0,010482;5,08;0,97189
19.11. 09:00;0,046;0,044447;4,9;9,4864;0,046602;5,78;25,218
19.11. 10:00;0,082;0,078045;5,3;14,221;0,084319;6,91;68,174
19.11. 11:00;0,059;0,057883;5,8;16,961;0,057061;6,93;44,632
19.11. 12:00;0,048;0,046976;6,4;17,45;0,046559;7,3;28,467
19.11. 13:00;0,038;0,037124;6,7;15,637;0,036996;7,43;17,102
19.11. 14:00;0,017;0,016518;7,6;11,702;0,016766;7,91;2,8137
19.11. 15:00;0,024;0,023404;8,3;5,9833;0,024121;8,73;5,9591
19.11. 16:00;0;0;8,3;-1,1165;0;8,32;0
19.11. 17:00;0;0;8;-9,2021;0;8,02;0
19.11. 18:00;0;0;8,5;-17,908;0;8,48;0
19.11. 19:00;0;0;7,3;-26,881;0;7,36;0
19.11. 20:00;0;0;7,1;-35,733;0;7,11;0
19.11. 21:00;0;0;6,5;-43,957;0;6,53;0
19.11. 22:00;0;0;6,2;-50,802;0;6,22;0
19.11. 23:00;0;0;5,7;-55,188;0;5,73;0
20.11. 00:00;0;0;6,7;-56,251;0;6,65;0
20.11. 01:00;0;0;6;-53,26;0;6,03;0
20.11. 02:00;0;0;5,5;-47,296;0;5,53;0
20.11. 03:00;0;0;5,2;-39,534;0;5,22;0
20.11. 04:00;0;0;5,9;-30,869;0;5,87;0
20.11. 05:00;0;0;6,4;-21,894;0;6,37;0
20.11. 06:00;0;0;6,8;-13,035;0;6,78;0
20.11. 07:00;0;0;7,4;-4,65;0;7,37;0
20.11. 08:00;0,017;0,01683;8,3;2,9053;0,016199;8,56;2,6851
20.11. 09:00;0,071;0,061044;8,9;9,2498;0,094064;10,64;47,59
20.11. 10:00;0,098;0,089202;9,2;13,981;0,10975;11,33;85,239
20.11. 11:00;0,091;0,087541;9,7;16,723;0,09122;11,5;74,654
20.11. 12:00;0,052;0,050959;9,7;17,219;0,05036;10,74;33,033
20.11. 13:00;0,022;0,021372;10;15,421;0,021586;10,44;4,9582
20.11. 14:00;0,021;0,020444;10,1;11,503;0,020667;10,51;4,4839
20.11. 15:00;0,024;0,023356;10,5;5,8016;0,02435;10,5;5,8846
20.11. 16:00;0;0;10;-1,2822;0;10,03;0
20.11. 17:00;0;0;9,7;-9,3555;0;9,72;0
20.11. 18:00;0;0;9,6;-18,054;0;9,61;0
20.11. 19:00;0;0;9,8;-27,025;0;9,79;0
20.11. 20:00;0;0;9,8;-35,883;0;9,8;0
20.11. 21:00;0;0;9,6;-44,122;0;9,61;0
20.11. 22:00;0;0;9,8;-50,991;0;9,79;0
20.11. 23:00;0;0;9,4;-55,406;0;9,42;0
21.11. 00:00;0;0;10,2;-56,483;0;10,16;0
21.11. 01:00;0;0;10,1;-53,494;0;10,1;0
21.11. 02:00;0;0;9,7;-47,522;0;9,72;0
21.11. 03:00;0;0;9,7;-39,753;0;9,7;0
21.11. 04:00;0;0;9,9;-31,083;0;9,89;0
21.11. 05:00;0;0;10;-22,107;0;9,99;0
21.11. 06:00;0;0;9,8;-13,251;0;9,81;0
21.11. 07:00;0;0;8,9;-4,8708;0;8,95;0
21.11. 08:00;0,014;0,01386;9;2,6784;0,013341;9;1,6917
21.11. 09:00;0,026;0,02549;8,9;9,0176;0,02538;8,9;7,0861
21.11. 10:00;0,047;0,04611;9;13,746;0,045559;9,85;26,722
21.11. 11:00;0,062;0,060811;8,8;16,49;0,060028;9,98;47,758
21.11. 12:00;0,061;0,059845;8,4;16,995;0,05901;9,59;46,924
21.11. 13:00;0,035;0,034165;7,3;15,21;0,034139;8,06;14,225
21.11. 14:00;0,028;0,027381;6;11,31;0,027361;6,62;8,78
21.11. 15:00;0,018;0,017657;6,3;5,6265;0,017742;6,65;3,1319
21.11. 16:00;0;0;6,2;-1,4414;0;6,22;0
21.11. 17:00;0;0;6,3;-9,5022;0;6,3;0
21.11. 18:00;0;0;5,4;-18,193;0;5,45;0
21.11. 19:00;0;0;4,8;-27,163;0;4,83;0
21.11. 20:00;0;0;5,5;-36,027;0;5,47;0
21.11. 21:00;0;0;5,3;-44,28;0;5,31;0
21.11. 22:00;0;0;5,6;-51,173;0;5,59;0
21.11. 23:00;0;0;5,4;-55,617;0;5,41;0
22.11. 00:00;0;0;5,2;-56,708;0;5,21;0
22.11. 01:00;0;0;4,7;-53,723;0;4,73;0
22.11. 02:00;0;0;5,1;-47,745;0;5,08;0
22.11. 03:00;0;0;4,3;-39,968;0;4,34;0
22.11. 04:00;0;0;3,8;-31,294;0;3,83;0
22.11. 05:00;0;0;4,3;-22,318;0;4,28;0
22.11. 06:00;0;0;3,8;-13,464;0;3,82;0
22.11. 07:00;0;0;4;-5,0883;0;3,99;0
22.11. 08:00;0,01;0,0099;3,8;2,4554;0,009529;3,99;0,77433
22.11. 09:00;0,027;0,026485;2,1;8,7897;0,026345;2,69;8,0644
22.11. 10:00;0,072;0,069228;1,4;13,516;0,072814;2,83;59,279
22.11. 11:00;0,097;0,092078;2,4;16,263;0,099781;4,3;83,393
22.11. 12:00;0,051;0,049984;2,9;16,777;0,049407;3,9;33,265
22.11. 13:00;0,114;0,10127;3,5;15,007;0,13249;6,01;104,19
22.11. 14:00;0,021;0,020453;2;11,123;0,020677;2,59;4,7554
22.11. 15:00;0,019;0,018615;1,1;5,4581;0,018844;1,53;3,6824
22.11. 16:00;0;0;1;-1,5939;0;1,03;0
22.11. 17:00;0;0;0,8;-9,6424;0;0,81;0
22.11. 18:00;0;0;1,4;-18,325;0;1,37;0
22.11. 19:00;0;0;0,8;-27,294;0;0,83;0
22.11. 20:00;0;0;1;-36,163;0;0,99;0
22.11. 21:00;0;0;0,8;-44,431;0;0,81;0
22.11. 22:00;0;0;0,5;-51,348;0;0,52;0
22.11. 23:00;0;0;0,4;-55,821;0;0,41;0
23.11. 00:00;0;0;0,4;-56,928;0;0,4;0
23.11. 01:00;0;0;0,2;-53,948;0;0,21;0
23.11. 02:00;0;0;0,3;-47,964;0;0,3;0
23.11. 03:00;0;0;0,7;-40,18;0;0,68;0
23.11. 04:00;0;0;0,6;-31,502;0;0,6;0
23.11. 05:00;0;0;0,8;-22,525;0;0,79;0
23.11. 06:00;0;0;0,7;-13,673;0;0,7;0
23.11. 07:00;0;0;0,7;-5,3022;0;0,7;0
23.11. 08:00;0,004;0,00396;0,5;2,2364;0,0038116;0,58;0,060669
23.11. 09:00;0,012;0,01166;0,6;8,5664;0,011951;0,6;1,2466
23.11. 10:00;0,047;0,046108;0,7;13,291;0,045597;1,55;28,377
23.11. 11:00;0,085;0,081976;0,8;16,042;0,084996;2,44;71,345
23.11. 12:00;0,08;0,0778;0,8;16,565;0,078707;2,36;66,118
23.11. 13:00;0,1;0,092219;1,1;14,809;0,10913;3,21;88,847
23.11. 14:00;0,1;0,078307;0,8;10,944;0,14985;3,73;102,71
23.11. 15:00;0,026;0,024837;0,6;5,2962;0,028586;1,29;7,3428
23.11. 16:00;0;0;-0,7;-1,7398;0;-0,6;0
23.11. 17:00;0;0;-1,1;-9,776;0;-1,07;0
23.11. 18:00;0;0;-0,8;-18,451;0;-0,81;0
23.11. 19:00;0;0;-0,4;-27,418;0;-0,42;0
23.11. 20:00;0;0;0;-36,292;0;-0,02;0
23.11. 21:00;0;0;-0,1;-44,575;0;-0,1;0
23.11. 22:00;0;0;-0,4;-51,516;0;-0,38;0
23.11. 23:00;0;0;-0,8;-56,019;0;-0,78;0
24.11. 00:00;0;0;-1,2;-57,141;0;-1,18;0
24.11. 01:00;0;0;-1,5;-54,168;0;-1,48;0
24.11. 02:00;0;0;-1,8;-48,179;0;-1,78;0
24.11. 03:00;0;0;-1,4;-40,388;0;-1,42;0
24.11. 04:00;0;0;-1,4;-31,706;0;-1,4;0
24.11. 05:00;0;0;-1;-22,729;0;-1,02;0
24.11. 06:00;0;0;-0,3;-13,879;0;-0,34;0
24.11. 07:00;0;0;1,4;-5,5125;0;1,31;0
24.11. 08:00;0,009;0,00891;1,8;2,0215;0,0085761;1,94;0,60372
24.11. 09:00;0,033;0,032273;1,8;8,3478;0,032553;2,42;12,625
24.11. 10:00;0,139;0,095793;1,5;13,072;0,23074;5,87;148,91
24.11. 11:00;0,146;0,11763;1,8;15,826;0,19487;5,67;141,91
24.11. 12:00;0,079;0,076822;1,9;16,359;0,077768;3,55;64,912
24.11. 13:00;0,134;0,10771;2,7;14,618;0,18205;6,16;130,76
24.11. 14:00;0,154;0,043115;2;10,77;0,39938;9,67;207,94
24.11. 15:00;0,051;0,03216;1,8;5,1411;0,13545;4,7;7,2876
24.11. 16:00;0;0;1,6;-1,879;0;1,76;0
24.11. 17:00;0;0;1;-9,9028;0;1,04;0
24.11. 18:00;0;0;0,5;-18,571;0;0,53;0
24.11. 19:00;0;0;0,7;-27,535;0;0,69;0
24.11. 20:00;0;0;0,8;-36,415;0;0,79;0
24.11. 21:00;0;0;0,8;-44,711;0;0,8;0
24.11. 22:00;0;0;0,6;-51,677;0;0,61;0
24.11. 23:00;0;0;0,2;-56,209;0;0,22;0
25.11. 00:00;0;0;0,4;-57,349;0;0,39;0
25.11. 01:00;0;0;0,2;-54,382;0;0,21;0
25.11. 02:00;0;0;-0,1;-48,389;0;-0,08;0
25.11. 03:00;0;0;-0,2;-40,593;0;-0,19;0
25.11. 04:00;0;0;0;-31,907;0;-0,01;0
25.11. 05:00;0;0;0;-22,93;0;0;0
25.11. 06:00;0;0;0;-14,082;0;0;0
25.11. 07:00;0;0;-0,7;-5,7191;0;-0,66;0
25.11. 08:00;0,017;0,01683;-0,9;1,8107;0,016199;-0,58;2,8715
25.11. 09:00;0,124;0,019761;-1,2;8,134;0,39055;6,09;5,7398
25.11. 10:00;0,181;0,061615;0;12,858;0,42288;8,23;227,49
25.11. 11:00;0,167;0,11751;1,1;15,617;0,26007;6,35;172,64
25.11. 12:00;0,168;0,12254;2,1;16,16;0,25068;7,03;170,23
25.11. 13:00;0,156;0,10707;2,8;14,434;0,25362;7,78;163,8
25.11. 14:00;0,105;0,07612;2,6;10,604;0,17631;6,16;113,5
25.11. 15:00;0,039;0,03157;1,8;4,9928;0,071783;3,35;12,523
25.11. 16:00;0;0;0,1;-2,0115;0;0,27;0
25.11. 17:00;0;0;0,5;-10,023;0;0,49;0
25.11. 18:00;0;0;0,1;-18,683;0;0,12;0
25.11. 19:00;0;0;0,6;-27,645;0;0,58;0
25.11. 20:00;0;0;0,8;-36,53;0;0,79;0
25.11. 21:00;0;0;0,7;-44,841;0;0,7;0
25.11. 22:00;0;0;-0,3;-51,83;0;-0,25;0
25.11. 23:00;0;0;-2,5;-56,393;0;-2,39;0
26.11. 00:00;0;0;-1,2;-57,55;0;-1,26;0
26.11. 01:00;0;0;-1,3;-54,591;0;-1,3;0
26.11. 02:00;0;0;-3;-48,595;0;-2,91;0
26.11. 03:00;0;0;-3;-40,794;0;-3;0
26.11. 04:00;0;0;-3,7;-32,105;0;-3,66;0
26.11. 05:00;0;0;-2,3;-23,127;0;-2,37;0
26.11. 06:00;0;0;-1,1;-14,282;0;-1,16;0
26.11. 07:00;0;0;-1,1;-5,9219;0;-1,1;0
26.11. 08:00;0,007;0,00693;-0,7;1,6042;0,0066703;-0,59;0,32013
26.11. 09:00;0,061;0,051854;-0,4;7,925;0,086906;1,21;36,157
26.11. 10:00;0,091;0,08184;0,3;12,649;0,10606;2,34;82,567
26.11. 11:00;0,068;0,066431;1,7;15,413;0,066442;2,98;54,645
26.11. 12:00;0,062;0,060788;2,3;15,967;0,060124;3,46;48,957
26.11. 13:00;0,094;0,087135;2,3;14,257;0,10215;4,28;82,389
26.11. 14:00;0,05;0,048439;2,8;10,445;0,05027;3,82;33,119
26.11. 15:00;0,024;0,022859;1;4,8512;0,02708;1,65;6,1316
26.11. 16:00;0;0;-0,3;-2,1372;0;-0,2;0
26.11. 17:00;0;0;-0,8;-10,136;0;-0,77;0
26.11. 18:00;0;0;-1,4;-18,789;0;-1,37;0
26.11. 19:00;0;0;-1;-27,749;0;-1,02;0
26.11. 20:00;0;0;-0,9;-36,639;0;-0,91;0
26.11. 21:00;0;0;-0,4;-44,963;0;-0,43;0
26.11. 22:00;0;0;0,1;-51,976;0;0,07;0
26.11. 23:00;0;0;1,4;-56,569;0;1,33;0
27.11. 00:00;0;0;1,7;-57,744;0;1,68;0
27.11. 01:00;0;0;2,4;-54,795;0;2,36;0
27.11. 02:00;0;0;2,9;-48,797;0;2,87;0
27.11. 03:00;0;0;3,3;-40,991;0;3,28;0
27.11. 04:00;0;0;3,3;-32,3;0;3,3;0
27.11. 05:00;0;0;2,6;-23,322;0;2,64;0
27.11. 06:00;0;0;2,5;-14,478;0;2,51;0
27.11. 07:00;0;0;2,8;-6,1207;0;2,79;0
27.11. 08:00;0,002;0,00198;3;1,4022;0,0019058;3,02;0
27.11. 09:00;0,033;0,032137;3,5;7,721;0,033086;4,1;12,428
27.11. 10:00;0,067;0,064265;3,9;12,446;0,068482;5,2;51,453
27.11. 11:00;0,029;0,028233;4,8;15,216;0,028421;5,35;9,5948
27.11. 12:00;0,058;0,056895;4,9;15,781;0,056196;5,98;43,401
27.11. 13:00;0,048;0,047091;5,2;14,086;0,046546;6,11;28,748
27.11. 14:00;0,053;0,050954;5,4;10,292;0,054379;6,46;33,777
27.11. 15:00;0,016;0,015678;5,3;4,7166;0,015969;5,66;2,3986
27.11. 16:00;0;0;5,6;-2,2561;0;5,6;0
27.11. 17:00;0;0;5,9;-10,243;0;5,88;0
27.11. 18:00;0;0;6,1;-18,888;0;6,09;0
27.11. 19:00;0;0;6,4;-27,846;0;6,38;0
27.11. 20:00;0;0;6,6;-36,74;0;6,59;0
27.11. 21:00;0;0;6,6;-45,078;0;6,6;0
27.11. 22:00;0;0;6,8;-52,114;0;6,79;0
27.11. 23:00;0;0;6,8;-56,738;0;6,8;0
28.11. 00:00;0;0;6,7;-57,933;0;6,7;0
28.11. 01:00;0;0;6,5;-54,994;0;6,51;0
28.11. 02:00;0;0;6,3;-48,994;0;6,31;0
28.11. 03:00;0;0;6,1;-41,184;0;6,11;0
28.11. 04:00;0;0;6,2;-32,491;0;6,2;0
28.11. 05:00;0;0;6,2;-23,512;0;6,2;0
28.11. 06:00;0;0;6,6;-14,67;0;6,58;0
28.11. 07:00;0;0;6,3;-6,3155;0;6,31;0
28.11. 08:00;0,003;0,00297;6,3;1,2047;0,0028587;6,3;0
28.11. 09:00;0,017;0,016614;6,3;7,522;0,016811;6,3;2,7367
28.11. 10:00;0,023;0,022395;6,2;12,249;0,022635;6,2;5,449
28.11. 11:00;0,033;0,032189;6,3;15,025;0,032262;6,9;12,626
28.11. 12:00;0,038;0,037124;6,6;15,601;0,037044;7,31;17,147
28.11. 13:00;0,032;0,03124;6,7;13,922;0,031283;7,32;11,761
28.11. 14:00;0,026;0,025444;6,7;10,146;0,025452;7,21;7,1744
28.11. 15:00;0,011;0,010772;6,9;4,5888;0,010992;7,12;0,96976
28.11. 16:00;0;0;7;-2,3681;0;7,01;0
28.11. 17:00;0;0;7;-10,343;0;7;0
28.11. 18:00;0;0;7;-18,98;0;7;0
28.11. 19:00;0;0;6,9;-27,935;0;6,9;0
28.11. 20:00;0;0;6,6;-36,834;0;6,62;0
28.11. 21:00;0;0;6,6;-45,185;0;6,6;0
28.11. 22:00;0;0;6,3;-52,245;0;6,32;0
28.11. 23:00;0;0;6,1;-56,9;0;6,11;0
29.11. 00:00;0;0;5,8;-58,114;0;5,82;0
29.11. 01:00;0;0;5,3;-55,187;0;5,33;0
29.11. 02:00;0;0;5,1;-49,187;0;5,11;0
29.11. 03:00;0;0;5;-41,374;0;5,01;0
29.11. 04:00;0;0;4,7;-32,678;0;4,72;0
29.11. 05:00;0;0;4,1;-23,699;0;4,13;0
29.11. 06:00;0;0;3,7;-14,858;0;3,72;0
29.11. 07:00;0;0;3,7;-6,5062;0;3,7;0
29.11. 08:00;0,006;0,00594;3,9;1,0118;0,0057174;4;0,19686
29.11. 09:00;0,046;0,042178;4,2;7,3283;0,055702;5,23;22,968
29.11. 10:00;0,107;0,086549;4,6;12,057;0,15137;7,47;50,32
29.11. 11:00;0,123;0,10519;5,1;14,84;0,15354;8,11;115,4
29.11. 12:00;0,113;0,10191;5,2;15,429;0,12849;7,76;101,92
29.11. 13:00;0,075;0,071953;5,4;13,766;0,076339;6,95;61,355
29.11. 14:00;0,041;0,040083;5,3;10,008;0,040345;6,14;19,833
29.11. 15:00;0,037;0,03663;5,1;4,468;0,035257;5,82;15,993
29.11. 16:00;0;0;4,9;-2,4733;0;4,95;0
29.11. 17:00;0;0;5;-10,436;0;5;0
29.11. 18:00;0;0;4,5;-19,065;0;4,53;0
29.11. 19:00;0;0;3,4;-28,018;0;3,46;0
29.11. 20:00;0;0;2,8;-36,922;0;2,83;0
29.11. 21:00;0;0;2,2;-45,285;0;2,23;0
29.11. 22:00;0;0;1,5;-52,369;0;1,54;0
29.11. 23:00;0;0;1,6;-57,055;0;1,6;0
30.11. 00:00;0;0;0,9;-58,289;0;0,94;0
30.11. 01:00;0;0;1,2;-55,374;0;1,19;0
30.11. 02:00;0;0;1,4;-49,375;0;1,39;0
30.11. 03:00;0;0;1,7;-41,559;0;1,68;0
30.11. 04:00;0;0;1,5;-32,861;0;1,51;0
30.11. 05:00;0;0;1,3;-23,882;0;1,31;0
30.11. 06:00;0;0;1,3;-15,042;0;1,3;0
30.11. 07:00;0;0;1,4;-6,6925;0;1,39;0
30.11. 08:00;0,002;0,00198;1,5;0,82358;0,0019058;1,53;0
30.11. 09:00;0,022;0,021583;1,9;7,1399;0,021582;2,29;5,11
30.11. 10:00;0,043;0,042175;1,9;11,872;0,041836;2,71;22,605
30.11. 11:00;0,051;0,050035;2,3;14,662;0,049447;3,25;33,482
30.11. 12:00;0,045;0,044092;2,3;15,262;0,043691;3,17;25,511
30.11. 13:00;0,033;0,032245;2,3;13,616;0,032235;2,95;12,987
30.11. 14:00;0,029;0,028432;2,2;9,8761;0,028303;2,77;9,4751
30.11. 15:00;0,005;0,00495;2,5;4,3542;0,0047645;2,6;0,11721
30.11. 16:00;0;0;2,8;-2,5716;0;2,79;0
30.11. 17:00;0;0;3;-10,522;0;2,99;0
30.11. 18:00;0;0;3,2;-19,144;0;3,19;0
30.11. 19:00;0;0;3,5;-28,095;0;3,48;0
30.11. 20:00;0;0;3,1;-37,002;0;3,12;0
30.11. 21:00;0;0;2,8;-45,378;0;2,82;0
30.11. 22:00;0;0;2,4;-52,485;0;2,42;0
30.11. 23:00;0;0;1,1;-57,202;0;1,17;0
01.12. 00:00;0;0;0,5;-58,457;0;0,53;0
01.12. 01:00;0;0;0,8;-55,556;0;0,79;0
01.12. 02:00;0;0;0;-49,558;0;0,04;0
01.12. 03:00;0;0;-1,1;-41,74;0;-1,04;0
01.12. 04:00;0;0;-1;-33,04;0;-1;0
01.12. 05:00;0;0;-1,1;-24,061;0;-1,1;0
01.12. 06:00;0;0;-0,8;-15,223;0;-0,82;0
01.12. 07:00;0;0;-0,8;-6,8746;0;-0,8;0
01.12. 08:00;0,006;0,00594;-0,8;0,64023;0,0057174;-0,8;0,20918
01.12. 09:00;0,033;0,031826;-0,7;6,9568;0,034409;-0,06;12,671
01.12. 10:00;0,063;0,060364;-0,1;11,692;0,064848;1,12;48,656
01.12. 11:00;0,083;0,079154;0,3;14,49;0,085396;1,95;70,465
01.12. 12:00;0,051;0,050032;1;15,103;0,049436;1,98;33,768
01.12. 13:00;0,043;0,042174;1,3;13,473;0,041751;2,12;23,283
01.12. 14:00;0,018;0,01753;1,4;9,7516;0,01782;1,77;3,2225
01.12. 15:00;0,003;0,00297;1,2;4,2474;0,0028587;1,28;0
01.12. 16:00;0;0;1,5;-2,6629;0;1,49;0
01.12. 17:00;0;0;1,6;-10,602;0;1,59;0
01.12. 18:00;0;0;1,6;-19,215;0;1,6;0
01.12. 19:00;0;0;1,7;-28,164;0;1,69;0
01.12. 20:00;0;0;1,5;-37,075;0;1,51;0
01.12. 21:00;0;0;1,3;-45,464;0;1,31;0
01.12. 22:00;0;0;1,3;-52,593;0;1,3;0
01.12. 23:00;0;0;1,5;-57,342;0;1,49;0
02.12. 00:00;0;0;1,8;-58,618;0;1,78;0
02.12. 01:00;0;0;2,3;-55,732;0;2,27;0
02.12. 02:00;0;0;2,7;-49,737;0;2,68;0
02.12. 03:00;0;0;2,8;-41,917;0;2,79;0
02.12. 04:00;0;0;2,9;-33,216;0;2,89;0
02.12. 05:00;0;0;3,1;-24,236;0;3,09;0
02.12. 06:00;0;0;3,1;-15,399;0;3,1;0
02.12. 07:00;0;0;3;-7,0521;0;3,01;0
02.12. 08:00;0,007;0,00693;3,2;0,46182;0,0066703;3,32;0,30695
02.12. 09:00;0,064;0,045718;3,2;6,7792;0,13193;5,66;15,5
02.12. 10:00;0,139;0,075254;4;11,519;0,29464;9,6;27,694
02.12. 11:00;0,131;0,10546;4,2;14,325;0,18066;7,87;128,51
02.12. 12:00;0,161;0,1119;4,6;14,951;0,2602;9,66;168,52
02.12. 13:00;0,14;0,09861;4,9;13,337;0,23045;9,47;148,22
02.12. 14:00;0,046;0,044537;4,9;9,6342;0,046561;6,01;25,223
02.12. 15:00;0,018;0,01782;4,4;4,1476;0,017152;4,8;3,1543
02.12. 16:00;0;0;4,4;-2,7474;0;4,42;0
02.12. 17:00;0;0;4;-10,674;0;4,02;0
02.12. 18:00;0;0;3,7;-19,28;0;3,72;0
02.12. 19:00;0;0;3,3;-28,226;0;3,32;0
02.12. 20:00;0;0;2,8;-37,142;0;2,83;0
02.12. 21:00;0;0;2,7;-45,542;0;2,71;0
02.12. 22:00;0;0;2,5;-52,694;0;2,51;0
02.12. 23:00;0;0;2,4;-57,474;0;2,41;0
03.12. 00:00;0;0;2,2;-58,772;0;2,21;0
03.12. 01:00;0;0;2,1;-55,902;0;2,11;0
03.12. 02:00;0;0;2;-49,91;0;2,01;0
03.12. 03:00;0;0;2;-42,089;0;2;0
03.12. 04:00;0;0;1,9;-33,387;0;1,9;0
03.12. 05:00;0;0;1,9;-24,408;0;1,9;0
03.12. 06:00;0;0;1,1;-15,571;0;1,14;0
03.12. 07:00;0;0;1,2;-7,2251;0;1,2;0
03.12. 08:00;0,004;0,00396;0,9;0,28844;0,0038116;0,99;0,060278
03.12. 09:00;0,033;0,031603;1,4;6,6072;0,035443;2,04;12,298
03.12. 10:00;0,031;0,030358;1,6;11,351;0,030263;2,19;11,014
03.12. 11:00;0,027;0,026288;1,7;14,166;0,026515;2,22;8,3862
03.12. 12:00;0,046;0,0451;2,3;14,806;0,044644;3,14;26,772
03.12. 13:00;0,067;0,064763;2,7;13,209;0,067277;3,99;54,263
03.12. 14:00;0,022;0,021496;2,7;9,524;0,021652;3,17;5,0633
03.12. 15:00;0,006;0,00594;2,8;4,055;0,0057174;2,93;0,19974
03.12. 16:00;0;0;2,5;-2,8248;0;2,52;0
03.12. 17:00;0;0;2,4;-10,74;0;2,41;0
03.12. 18:00;0;0;1,9;-19,338;0;1,93;0
03.12. 19:00;0;0;1,7;-28,282;0;1,71;0
03.12. 20:00;0;0;1,6;-37,201;0;1,61;0
03.12. 21:00;0;0;1,5;-45,614;0;1,51;0
03.12. 22:00;0;0;1,3;-52,787;0;1,31;0
03.12. 23:00;0;0;1,1;-57,598;0;1,11;0
04.12. 00:00;0;0;1;-58,92;0;1,01;0
04.12. 01:00;0;0;1;-56,066;0;1;0
04.12. 02:00;0;0;1,1;-50,078;0;1,09;0
04.12. 03:00;0;0;0,6;-42,257;0;0,63;0
04.12. 04:00;0;0;-0,9;-33,554;0;-0,82;0
04.12. 05:00;0;0;-1,2;-24,575;0;-1,18;0
04.12. 06:00;0;0;-1,1;-15,738;0;-1,1;0
04.12. 07:00;0;0;-1,1;-7,3934;0;-1,1;0
04.12. 08:00;0,001;0,00099;0,1;0,1202;0,0009529;0,06;0
04.12. 09:00;0,022;0,021572;0,7;6,4409;0,021705;1,08;5,1437
04.12. 10:00;0,087;0,075427;1,6;11,19;0,11188;3,67;61,098
04.12. 11:00;0,11;0,096224;2,5;14,014;0,13409;5,08;103,06
04.12. 12:00;0,076;0,073407;3,1;14,667;0,076187;4,63;62,407
04.12. 13:00;0,069;0,066419;3,1;13,088;0,069972;4,49;56,255
04.12. 14:00;0,045;0,043557;3,1;9,4209;0,045655;4,03;24,378
04.12. 15:00;0,009;0,00891;2,9;3,9694;0,0085761;3,12;0,5979
04.12. 16:00;0;0;2,2;-2,8953;0;2,25;0
04.12. 17:00;0;0;1,2;-10,799;0;1,25;0
04.12. 18:00;0;0;1,2;-19,39;0;1,2;0
04.12. 19:00;0;0;1,3;-28,33;0;1,3;0
04.12. 20:00;0;0;1,5;-37,253;0;1,49;0
04.12. 21:00;0;0;2,5;-45,677;0;2,45;0
04.12. 22:00;0;0;3,6;-52,873;0;3,54;0
04.12. 23:00;0;0;4,4;-57,715;0;4,36;0
05.12. 00:00;0;0;4,8;-59,059;0;4,78;0
